Interactor_A	Interactor_B	Interaction Detection Method	Publication 1st Author	Publication Identifiers
FKBP1A	MDM2	psi-mi:"MI:0096"(pull down)	Liu T (2017)	pubmed:27617579
VHL	HUWE1	psi-mi:"MI:0004"(affinity chromatography technology)	Zhang C (2016)	pubmed:27517496
USP7	CREBBP	psi-mi:"MI:0004"(affinity chromatography technology)	Wu HT (2016)	pubmed:27934968
USP7	MED26	psi-mi:"MI:0004"(affinity chromatography technology)	Wu HT (2016)	pubmed:27934968
USP7	CDK8	psi-mi:"MI:0004"(affinity chromatography technology)	Wu HT (2016)	pubmed:27934968
BRCA1	POLR2A	psi-mi:"MI:0096"(pull down)	Winton CE (2016)	pubmed:27583302
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Yue X (2016)	pubmed:27807478
TP53	STUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Yue X (2016)	pubmed:27807478
UBR5	RING1	psi-mi:"MI:0428"(imaging technique)	Sanchez A (2016)	pubmed:27647897
UBR5	RNF2	psi-mi:"MI:0428"(imaging technique)	Sanchez A (2016)	pubmed:27647897
UBR5	BMI1	psi-mi:"MI:0428"(imaging technique)	Sanchez A (2016)	pubmed:27647897
UBR5	SUPT16H	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
UBR5	SSRP1	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
UBR5	SUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
UBR5	SUPT5H	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
UBR5	NONO	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
SUPT16H	UBR5	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
UBR5	BMI1	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
BMI1	UBR5	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
BMI1	RNF2	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
BMI1	CBX3	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
BMI1	CBX4	psi-mi:"MI:0004"(affinity chromatography technology)	Sanchez A (2016)	pubmed:27647897
APC	UBR5	psi-mi:"MI:0004"(affinity chromatography technology)	Ohshima R (2007)	pubmed:18076571
UBR5	APC	psi-mi:"MI:0004"(affinity chromatography technology)	Ohshima R (2007)	pubmed:18076571
GRB2	EGFR	psi-mi:"MI:0004"(affinity chromatography technology)	Ueno H (1995)	pubmed:7650032
EGFR	GRB2	psi-mi:"MI:0004"(affinity chromatography technology)	Ueno H (1995)	pubmed:7650032
GRB2	EGFR	psi-mi:"MI:0096"(pull down)	Ueno H (1995)	pubmed:7650032
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Soares J (2015)	pubmed:25312347
MDM2	RPS14	psi-mi:"MI:0004"(affinity chromatography technology)	Mukhopadhyay R (2016)	pubmed:27336364
RPS14	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Mukhopadhyay R (2016)	pubmed:27336364
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Mukhopadhyay R (2016)	pubmed:27336364
MDM2	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Mukhopadhyay R (2016)	pubmed:27336364
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Zhou X (2016)	pubmed:27282385
MDM2	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Zhou X (2016)	pubmed:27282385
SPOP	SPOP	psi-mi:"MI:0096"(pull down)	Marzahn MR (2016)	pubmed:27220849
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Xie X (2016)	pubmed:26876197
WDR77	PRMT5	psi-mi:"MI:0004"(affinity chromatography technology)	Saha K (2016)	pubmed:26763441
TRAIP	UIMC1	psi-mi:"MI:0018"(two hybrid)	Soo Lee N (2016)	pubmed:26781088
TRAIP	UIMC1	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
UIMC1	TRAIP	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
RNF20	TRAIP	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
RNF40	TRAIP	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
TRAIP	RNF20	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
TRAIP	RNF40	psi-mi:"MI:0004"(affinity chromatography technology)	Soo Lee N (2016)	pubmed:26781088
BECN1	TUFM	psi-mi:"MI:0004"(affinity chromatography technology)	Lei Y (2016)	pubmed:26876213
PTPN11	PRPF19	psi-mi:"MI:0004"(affinity chromatography technology)	Zheng J (2016)	pubmed:27213290
PRPF19	PTPN11	psi-mi:"MI:0004"(affinity chromatography technology)	Zheng J (2016)	pubmed:27213290
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Leao M (2015)	pubmed:26475964
SMARCA5	RSF1	psi-mi:"MI:0004"(affinity chromatography technology)	Zhao XC (2016)	pubmed:26666816
EGFR	EGFR	psi-mi:"MI:0415"(enzymatic study)	Breindel JL (2013)	pubmed:23794705
STUB1	HSPA8	psi-mi:"MI:0004"(affinity chromatography technology)	Guo Y (2016)	pubmed:27283392
AIRE	TMPO	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	HNRNPH1	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	DDX5	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	HNRNPF	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	SF3B3	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	TARDBP	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	ATR	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
AIRE	CCNT1	psi-mi:"MI:0004"(affinity chromatography technology)	Shao W (2016)	pubmed:27365398
MAGEC2	TRIM28	psi-mi:"MI:0004"(affinity chromatography technology)	Song X (2017)	pubmed:27775077
MAGEC2	STAT3	psi-mi:"MI:0004"(affinity chromatography technology)	Song X (2017)	pubmed:27775077
STAT3	MAGEC2	psi-mi:"MI:0004"(affinity chromatography technology)	Song X (2017)	pubmed:27775077
MAGEC2	STAT3	psi-mi:"MI:0428"(imaging technique)	Song X (2017)	pubmed:27775077
TP53	EP300	psi-mi:"MI:0004"(affinity chromatography technology)	Zhang X (2016)	pubmed:27818144
MYC	FBXW7	psi-mi:"MI:0004"(affinity chromatography technology)	Li J (2017)	pubmed:27795300
CTNND1	EGFR	psi-mi:"MI:0004"(affinity chromatography technology)	Shrestha H (2016)	pubmed:27316454
WWP2	PKM	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	SLC25A5	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	CFL1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	DDX5	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	DHX9	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	EEF1G	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	EEF2	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	EIF4A1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	ENO1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	FARSA	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	FMR1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	HNRNPF	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	DNAJA1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	POLR2C	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	POLR2D	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	POLR2E	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	PPM1G	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	PPP2R1A	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	PPP2R2A	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	YWHAE	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	CSDE1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	USP7	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	EIF4A3	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	USP15	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	G3BP1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	DNAJA2	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	PRMT5	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	RBM14	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	SYNCRIP	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	DDX17	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	CCT2	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	YWHAQ	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	WDR5	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	SERBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	OLA1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	BRCC3	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	AMOT	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	PRRC2A	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	HNRNPK	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	HSPA5	psi-mi:"MI:0004"(affinity chromatography technology)	Chaudhary N (2014)	pubmed:25071155
WWP2	UBE2D2	psi-mi:"MI:0096"(pull down)	Chaudhary N (2014)	pubmed:25071155
EGLN2	SPOP	psi-mi:"MI:0096"(pull down)	Zhang L (2017)	pubmed:28089830
SPOP	EGLN2	psi-mi:"MI:0096"(pull down)	Zhang L (2017)	pubmed:28089830
SIRT1	HERC2	psi-mi:"MI:0004"(affinity chromatography technology)	Bai B (2016)	pubmed:27259994
HERC2	SIRT1	psi-mi:"MI:0004"(affinity chromatography technology)	Bai B (2016)	pubmed:27259994
HERC2	UBE2N	psi-mi:"MI:0096"(pull down)	Bai B (2016)	pubmed:27259994
HERC2	TP53	psi-mi:"MI:0096"(pull down)	Bai B (2016)	pubmed:27259994
DNMT1	UHRF1	psi-mi:"MI:0428"(imaging technique)	Myrianthopoulos V (2016)	pubmed:27049577
UBE2I	PML	psi-mi:"MI:0004"(affinity chromatography technology)	Jo S (2016)	pubmed:27030546
FBXW7	CTNNB1	psi-mi:"MI:0004"(affinity chromatography technology)	Jiang JX (2016)	pubmed:27485116
CTNNB1	FBXW7	psi-mi:"MI:0004"(affinity chromatography technology)	Jiang JX (2016)	pubmed:27485116
TP53	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Luo H (2016)	pubmed:27462439
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Luo H (2016)	pubmed:27462439
MDM2	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Luo H (2016)	pubmed:27462439
ATM	MDM2	psi-mi:"MI:0415"(enzymatic study)	Luo H (2016)	pubmed:27462439
TP53	DNAJA1	psi-mi:"MI:0004"(affinity chromatography technology)	Parrales A (2016)	pubmed:27775703
DNAJA1	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Parrales A (2016)	pubmed:27775703
STUB1	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Parrales A (2016)	pubmed:27775703
TP53	STUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Parrales A (2016)	pubmed:27775703
UBXN1	VCP	psi-mi:"MI:0004"(affinity chromatography technology)	Park ES (2017)	pubmed:27785701
KCTD2	MYC	psi-mi:"MI:0004"(affinity chromatography technology)	Kim EJ (2017)	pubmed:28060381
MYC	KCTD2	psi-mi:"MI:0004"(affinity chromatography technology)	Kim EJ (2017)	pubmed:28060381
MDM2	TP53	psi-mi:"MI:0415"(enzymatic study)	Xie N (2016)	pubmed:27811966
RSL1D1	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Xie N (2016)	pubmed:27811966
MDM2	RSL1D1	psi-mi:"MI:0004"(affinity chromatography technology)	Xie N (2016)	pubmed:27811966
MDM2	RSL1D1	psi-mi:"MI:0096"(pull down)	Xie N (2016)	pubmed:27811966
BRCA1	POLR1A	psi-mi:"MI:0004"(affinity chromatography technology)	Johnston R (2016)	pubmed:27589844
BRCA1	UBTF	psi-mi:"MI:0004"(affinity chromatography technology)	Johnston R (2016)	pubmed:27589844
SOX9	FBXW7	psi-mi:"MI:0004"(affinity chromatography technology)	Hong X (2016)	pubmed:27566146
SOX9	FBXW7	psi-mi:"MI:0096"(pull down)	Hong X (2016)	pubmed:27566146
MAP3K7	MAP3K7	psi-mi:"MI:0415"(enzymatic study)	Shinohara H (2016)	pubmed:27497262
VCP	POLR2A	psi-mi:"MI:0004"(affinity chromatography technology)	He J (2017)	pubmed:28036256
POLR2A	VCP	psi-mi:"MI:0004"(affinity chromatography technology)	He J (2017)	pubmed:28036256
AR	KDM1A	psi-mi:"MI:0004"(affinity chromatography technology)	Choi H (2016)	pubmed:27085459
STUB1	STUB1	psi-mi:"MI:0415"(enzymatic study)	Liu X (2017)	pubmed:28134249
STUB1	UBE2D2	psi-mi:"MI:0096"(pull down)	Liu X (2017)	pubmed:28134249
UBE2D2	STUB1	psi-mi:"MI:0415"(enzymatic study)	Liu X (2017)	pubmed:28134249
UBA1	UBE2D2	psi-mi:"MI:0415"(enzymatic study)	Liu X (2017)	pubmed:28134249
UBA6	UBE2D2	psi-mi:"MI:0415"(enzymatic study)	Liu X (2017)	pubmed:28134249
FBXW7	NOTCH1	psi-mi:"MI:0004"(affinity chromatography technology)	Ahn JS (2016)	pubmed:27806347
NOTCH1	FBXW7	psi-mi:"MI:0004"(affinity chromatography technology)	Ahn JS (2016)	pubmed:27806347
DERL1	PSMD1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	USP14	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	XRCC5	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	HSPA8	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PARP1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	TCP1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	VCP	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	CAND1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMA6	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	UBE2N	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMD3	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	CACYBP	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMD2	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	TRIM25	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMC2	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMB7	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMB6	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PSMA1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	IRS4	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	CAD	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	ACLY	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	ANP32A	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PPP2R2A	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	PPP2R1A	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	SMCHD1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	GART	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	DDOST	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	DDX5	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	RUVBL2	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	UBA2	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	RPA1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
DERL1	HUWE1	psi-mi:"MI:0004"(affinity chromatography technology)	You H (2017)	pubmed:28137758
HUWE1	HUWE1	psi-mi:"MI:0114"(x-ray crystallography)	Sander B (2017)	pubmed:28193319
HUWE1	HUWE1	psi-mi:"MI:0096"(pull down)	Sander B (2017)	pubmed:28193319
HUWE1	HUWE1	psi-mi:"MI:0004"(affinity chromatography technology)	Sander B (2017)	pubmed:28193319
HUWE1	HUWE1	psi-mi:"MI:0415"(enzymatic study)	Sander B (2017)	pubmed:28193319
FBXW7	MYC	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Y (2017)	pubmed:28209614
FBXW7	AURKA	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Y (2017)	pubmed:28209614
FBXW7	FBXW7	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Y (2017)	pubmed:28209614
SNAI1	USP17L2	psi-mi:"MI:0004"(affinity chromatography technology)	Wu Y (2017)	pubmed:28198361
USP17L2	SNAI1	psi-mi:"MI:0004"(affinity chromatography technology)	Wu Y (2017)	pubmed:28198361
USP17L2	SNAI1	psi-mi:"MI:0096"(pull down)	Wu Y (2017)	pubmed:28198361
SNAI1	USP17L2	psi-mi:"MI:0096"(pull down)	Wu Y (2017)	pubmed:28198361
USP17L2	SNAI1	psi-mi:"MI:0415"(enzymatic study)	Wu Y (2017)	pubmed:28198361
SIRT1	USP22	psi-mi:"MI:0004"(affinity chromatography technology)	Xiong H (2017)	pubmed:28166203
USP22	SIRT1	psi-mi:"MI:0004"(affinity chromatography technology)	Xiong H (2017)	pubmed:28166203
TP53	RB1	psi-mi:"MI:0096"(pull down)	Sommer MH (1994)	pubmed:8083962
MYC	USP22	psi-mi:"MI:0004"(affinity chromatography technology)	Kim D (2017)	pubmed:28160502
USP22	MYC	psi-mi:"MI:0004"(affinity chromatography technology)	Kim D (2017)	pubmed:28160502
MYC	USP22	psi-mi:"MI:0096"(pull down)	Kim D (2017)	pubmed:28160502
EP300	MDM2	psi-mi:"MI:0415"(enzymatic study)	Nihira NT (2017)	pubmed:28196907
MDM2	SIRT1	psi-mi:"MI:0004"(affinity chromatography technology)	Nihira NT (2017)	pubmed:28196907
SIRT1	MDM2	psi-mi:"MI:0415"(enzymatic study)	Nihira NT (2017)	pubmed:28196907
SIRT1	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Nihira NT (2017)	pubmed:28196907
NOTCH1	HSP90AB1	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Z (2017)	pubmed:28143869
HSP90AB1	NOTCH1	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Z (2017)	pubmed:28143869
NOTCH1	STUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Wang Z (2017)	pubmed:28143869
BECN1	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Verma N (2017)	pubmed:28128446
BECN1	RELA	psi-mi:"MI:0004"(affinity chromatography technology)	Verma N (2017)	pubmed:28128446
BECN1	BCL2	psi-mi:"MI:0004"(affinity chromatography technology)	Verma N (2017)	pubmed:28128446
USP7	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Nihira NT (2017)	pubmed:28196907
MDM2	USP7	psi-mi:"MI:0096"(pull down)	Nihira NT (2017)	pubmed:28196907
MDM2	MDM2	psi-mi:"MI:0096"(pull down)	Nihira NT (2017)	pubmed:28196907
MDM2	KPNA1	psi-mi:"MI:0096"(pull down)	Nihira NT (2017)	pubmed:28196907
MDM2	KPNA6	psi-mi:"MI:0096"(pull down)	Nihira NT (2017)	pubmed:28196907
KPNA6	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Nihira NT (2017)	pubmed:28196907
EGFR	EGFR	psi-mi:"MI:0096"(pull down)	Hwang Y (2011)	pubmed:21775422
ZC3HAV1	TRIM25	psi-mi:"MI:0004"(affinity chromatography technology)	Zheng X (2017)	pubmed:28202764
TRIM25	ZC3HAV1	psi-mi:"MI:0415"(enzymatic study)	Zheng X (2017)	pubmed:28202764
PTEN	PTEN	psi-mi:"MI:0004"(affinity chromatography technology)	Raftopoulou M (2004)	pubmed:14976311
MDM2	AR	psi-mi:"MI:0004"(affinity chromatography technology)	Liao Y (2017)	pubmed:28151478
USP14	AR	psi-mi:"MI:0004"(affinity chromatography technology)	Liao Y (2017)	pubmed:28151478
AR	USP14	psi-mi:"MI:0004"(affinity chromatography technology)	Liao Y (2017)	pubmed:28151478
MYC	STUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Huang H (2017)	pubmed:28128329
TP53	MDM2	psi-mi:"MI:0096"(pull down)	Maeda R (2017)	pubmed:28082682
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Maeda R (2017)	pubmed:28082682
MDM2	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Maeda R (2017)	pubmed:28082682
MDM2	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Sheng W (2017)	pubmed:28223335
TP53	MDM2	psi-mi:"MI:0004"(affinity chromatography technology)	Sheng W (2017)	pubmed:28223335
CDK5	YBX3	psi-mi:"MI:0018"(two hybrid)	Moorthamer M (1999)	pubmed:10100871
CDK4	YBX3	psi-mi:"MI:0018"(two hybrid)	Moorthamer M (1999)	pubmed:10100871
YBX3	CDK4	psi-mi:"MI:0096"(pull down)	Moorthamer M (1999)	pubmed:10100871
YBX3	CDK5	psi-mi:"MI:0096"(pull down)	Moorthamer M (1999)	pubmed:10100871
EGFR	GRB2	psi-mi:"MI:0004"(affinity chromatography technology)	Prigent SA (1996)	pubmed:8810340
EGFR	EGFR	psi-mi:"MI:0055"(fluorescent resonance energy transfer)	Petras M (2013)	pubmed:23595626
PTPN11	PIK3R1	psi-mi:"MI:0004"(affinity chromatography technology)	Wu CJ (2000)	pubmed:10962556
TP53	TP53	psi-mi:"MI:0401"(biochemical)	Takahashi R (2014)	pubmed:24037342
TP53	MDM2	psi-mi:"MI:0114"(x-ray crystallography)	Liu M (2010)	pubmed:20660730
YWHAZ	YWHAZ	psi-mi:"MI:0055"(fluorescent resonance energy transfer)	Qi Q (2013)	pubmed:22450747
SIRT1	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Hasegawa K (2008)	pubmed:18753379
NDN	TP53	psi-mi:"MI:0004"(affinity chromatography technology)	Hasegawa K (2008)	pubmed:18753379
ACTA1	PIK3R1	psi-mi:"MI:0004"(affinity chromatography technology)	Kim JH (2013)	pubmed:23353701
EGFR	EGFR	psi-mi:"MI:0415"(enzymatic study)	Yang RY (2010)	pubmed:20456371
EGFR	EGFR	psi-mi:"MI:0096"(pull down)	Yang RY (2010)	pubmed:20456371
